geoid,name,state,pop,zone,zoneName,zonePlaces,zoneRank,zonePercentile,structuralZoneRank,mechanismScore,structuralScore,historicalPersistenceScore,valuationGap,confidence,flowContradiction,tags
4708540,Bristol city,TN,27490,467,"Johnson City, TN",50,3,,13,0.07,-0.2,-0.513,-0.52,high,0,
1270600,Tallahassee city,FL,199696,86,"Tallahassee, FL",33,1,,2,0.688,0.85,-0.381,0.186,high,0,Knowledge Center; Regional Service Center
1312400,Cairo city,GA,10067,86,"Tallahassee, FL",33,2,,8,0.606,-0.351,0.264,-0.648,high,0,
1245425,Midway city,FL,3504,86,"Tallahassee, FL",33,3,,4,0.594,0.142,0.682,-0.094,high,0,Government Hub
1776199,Troy city,IL,10889,123,"Granite City city, IL",77,1,,6,0.841,0.696,-0.919,0.998,high,0,
1729639,Glen Carbon village,IL,13521,123,"Granite City city, IL",77,2,,3,0.837,0.956,-1.001,1.105,high,0,
1708264,Brighton village,IL,2536,123,"Granite City city, IL",77,3,,27,0.831,-0.102,-0.696,0.486,high,0,
5589150,Wrightstown village,WI,3330,553,"Green Bay, WI",45,1,,8,0.778,0.319,-0.913,0.379,high,0,
5577975,Suamico village,WI,13003,553,"Green Bay, WI",45,2,,9,0.716,0.311,-0.593,0.244,high,0,
5535150,Hobart village,WI,10418,553,"Green Bay, WI",45,3,,10,0.656,0.29,-1.002,0.077,high,0,
4879000,Wichita Falls city,TX,102558,416,"Wichita Falls, TX",43,1,,4,0.78,-0.171,-0.257,0.283,high,0,Military Anchor
4010700,Cache city,OK,3045,416,"Wichita Falls, TX",43,2,,8,0.75,-0.335,-0.524,-0.004,high,0,
4023450,Elgin city,OK,3560,416,"Wichita Falls, TX",43,3,,1,0.714,0.513,-0.401,0.643,high,0,Government Hub; Military Anchor
2675700,Springfield city,MI,5295,246,"Kalamazoo, MI",38,1,,22,0.859,-0.193,0.456,0.172,high,0,
2665560,Portage city,MI,49015,246,"Kalamazoo, MI",38,2,,5,0.804,0.587,-0.823,0.666,high,0,
2647230,Level Park-Oak Park CDP,MI,3367,246,"Kalamazoo, MI",38,3,,15,0.771,0.114,-0.719,0.932,high,1,
4606840,Brandon city,SD,10996,275,"Sioux Falls, SD",42,1,,5,0.77,0.132,-0.647,0.155,high,0,
4627260,Harrisburg city,SD,7790,275,"Sioux Falls, SD",42,2,,1,0.743,0.462,-0.881,0.573,high,0,
2738564,Luverne city,MN,4907,275,"Sioux Falls, SD",42,3,,4,0.726,0.18,-0.655,0.216,high,0,
2715976,Dilworth city,MN,4664,259,"Fargo, ND--MN",44,1,,8,0.825,0.083,-0.712,0.396,high,0,
2703574,Barnesville city,MN,2757,259,"Fargo, ND--MN",44,2,,9,0.816,0.055,-0.755,0.151,high,0,
3884780,West Fargo city,ND,39325,259,"Fargo, ND--MN",44,3,,3,0.778,0.348,-0.927,0.432,high,0,
4874912,Van city,TX,2751,475,"Tyler, TX",62,1,,26,0.785,-0.298,-0.394,-0.165,high,0,
4811212,Bullard town,TX,4080,475,"Tyler, TX",62,2,,14,0.756,0.007,-0.947,0.166,high,0,
4879564,Wills Point city,TX,3848,475,"Tyler, TX",62,3,,24,0.734,-0.231,-0.395,-0.265,high,0,
1704351,Beardstown city,IL,6047,126,"Springfield, IL",71,1,,41,0.864,-0.314,0.965,1.252,high,0,
1702921,Auburn city,IL,4357,126,"Springfield, IL",71,2,,16,0.859,0.206,-0.381,1.382,high,0,
1764759,Rochester village,IL,3784,126,"Springfield, IL",71,3,,5,0.852,0.714,-0.677,1.557,high,0,Government Hub
2038900,Lawrence city,KS,95459,188,"Topeka, KS",35,1,,1,0.872,1.374,-0.915,0.725,high,0,Knowledge Center
2021675,Eudora city,KS,6036,188,"Topeka, KS",35,2,,5,0.817,0.374,-0.955,0.77,high,0,
2003900,Baldwin City city,KS,4881,188,"Topeka, KS",35,3,,2,0.782,0.829,-0.965,0.529,high,0,Knowledge Center
1882862,West Lafayette city,IN,44802,141,"Lafayette, IN",70,1,,1,0.874,2.245,0.083,0.097,medium,0,Knowledge Center; Regional Service Center
1780931,Westville village,IL,3442,141,"Lafayette, IN",70,2,,15,0.861,-0.067,-0.463,1.133,high,0,
1825324,Frankfort city,IN,15536,141,"Lafayette, IN",70,3,,14,0.714,-0.062,0.133,-0.105,high,1,
0180352,Weaver city,AL,3323,6,"Anniston--Oxford, AL",63,1,,11,0.811,0.228,-0.964,1.208,high,0,
1310132,Bremen city,GA,7364,6,"Anniston--Oxford, AL",63,2,,13,0.809,-0.009,-0.576,0.219,high,0,
0138272,Jacksonville city,AL,14345,6,"Anniston--Oxford, AL",63,3,,3,0.801,0.562,-0.518,0.27,high,0,Knowledge Center; Regional Service Center
4815976,College Station city,TX,122280,486,"College Station--Bryan, TX",19,1,,1,0.772,1.41,-0.305,0.238,high,0,Knowledge Center; Regional Service Center
4810912,Bryan city,TX,86169,486,"College Station--Bryan, TX",19,2,,3,0.527,0.486,0.332,-0.011,high,0,
4810156,Brenham city,TX,18086,486,"College Station--Bryan, TX",19,3,,4,0.358,0.356,-0.04,-0.54,high,0,
2656020,Mount Pleasant city,MI,21420,244,"Saginaw, MI",52,1,,1,0.931,1.064,-0.558,0.346,high,1,Knowledge Center; Regional Service Center
2653780,Midland city,MI,42461,244,"Saginaw, MI",52,2,,3,0.852,0.379,-0.739,0.746,high,0,
2601540,Alma city,MI,9421,244,"Saginaw, MI",52,3,,4,0.846,0.333,-0.64,0.738,high,0,Knowledge Center
2932770,Holts Summit city,MO,4572,288,"Columbia, MO",42,1,,16,0.702,-0.327,-0.76,-0.128,high,0,Government Hub
2910468,California city,MO,4523,288,"Columbia, MO",42,2,,14,0.683,-0.245,-0.107,-0.306,high,0,
2902242,Ashland city,MO,4811,288,"Columbia, MO",42,3,,3,0.652,0.184,-0.979,0.069,high,0,
4803000,Amarillo city,TX,200945,479,"Amarillo, TX",20,1,,5,0.749,-0.266,-0.148,0.021,high,0,
4812532,Canyon city,TX,15398,479,"Amarillo, TX",20,2,,2,0.714,0.224,-0.774,-0.035,high,0,Knowledge Center
4854960,Panhandle town,TX,2613,479,"Amarillo, TX",20,3,,6,-0.62,-0.417,-0.976,0.555,high,0,
4549705,New Ellenton town,SC,2604,449,"Hilton Head Island town, SC",48,1,,20,0.702,-0.471,-0.749,0.215,high,0,
4560280,Ridgeland town,SC,3756,449,"Hilton Head Island town, SC",48,2,,25,0.521,-0.566,0.17,-0.995,medium,0,
4507210,Bluffton town,SC,31323,449,"Hilton Head Island town, SC",48,3,,7,0.507,0.378,-0.412,-0.124,high,0,
4904060,Beaver city,UT,3632,342,"St. George, UT",30,1,,26,0.398,-1.342,-0.34,-1.571,high,0,
4911320,Cedar City city,UT,37202,342,"St. George, UT",30,2,,6,0.373,-0.055,-0.417,-1.062,high,0,Knowledge Center
4967660,Santa Clara city,UT,7891,342,"St. George, UT",30,3,,8,0.369,-0.075,-0.386,-0.95,high,0,
1868022,Santa Claus town,IN,2822,142,"Evansville, IN",49,1,,3,0.841,0.037,-0.83,0.614,high,0,
1837782,Jasper city,IN,16421,142,"Evansville, IN",49,2,,13,0.54,-0.415,-0.693,-0.508,high,0,
1835284,Huntingburg city,IN,6504,142,"Evansville, IN",49,3,,15,0.471,-0.479,0.33,-0.832,high,0,
5540550,Kronenwetter village,WI,8420,550,"Wausau, WI",66,1,,13,0.778,-0.131,-0.803,0.362,high,0,
5569725,Rothschild village,WI,5532,550,"Wausau, WI",66,2,,20,0.76,-0.304,-0.724,0.287,high,0,
5584475,Wausau city,WI,39893,550,"Wausau, WI",66,3,,7,0.707,0.076,-0.43,0.085,high,0,
2712412,Cohasset city,MN,2700,263,"Duluth, MN--WI",50,1,,7,0.727,-0.333,-0.23,-0.395,high,0,
2717000,Duluth city,MN,86863,263,"Duluth, MN--WI",50,2,,1,0.698,0.296,-0.781,0.057,high,0,Knowledge Center
5578650,Superior city,WI,26550,263,"Duluth, MN--WI",50,3,,8,0.646,-0.338,-0.589,-0.193,high,1,
4715160,Clarksville city,TN,171897,212,"Clarksville, TN--KY",12,1,,1,0.548,0.654,-0.495,0.159,high,0,Military Anchor
2157090,Oak Grove city,KY,7945,212,"Clarksville, TN--KY",12,2,,3,0.538,-0.021,-0.29,-0.375,high,0,Military Anchor
2137918,Hopkinsville city,KY,31011,212,"Clarksville, TN--KY",12,3,,6,0.321,-0.417,-0.493,-0.586,high,0,
2705752,Big Lake city,MN,12115,260,"St. Cloud, MN",45,1,,9,0.855,0.405,-0.862,0.702,high,0,
2772238,Zimmerman city,MN,6410,260,"St. Cloud, MN",45,2,,8,0.763,0.406,-0.887,0.362,high,0,
2718674,Elk River city,MN,26367,260,"St. Cloud, MN",45,3,,12,0.755,0.32,-0.796,0.241,high,0,
3766360,Swansboro town,NC,3887,380,"Jacksonville, NC",47,1,,14,0.823,0.188,-0.826,0.57,high,0,Military Anchor
3730120,Havelock city,NC,16471,380,"Jacksonville, NC",47,2,,27,0.798,-0.144,-0.403,-0.034,high,1,Military Anchor
3721160,Emerald Isle town,NC,3915,380,"Jacksonville, NC",47,3,,2,0.756,0.639,2.289,-0.95,high,0,Amenity Destination; Aging Trap
0155200,Northport city,AL,30991,4,"Tuscaloosa, AL",39,1,,3,0.841,0.322,-0.751,0.523,high,0,
0151648,Moundville town,AL,3649,4,"Tuscaloosa, AL",39,2,,8,0.797,-0.296,-0.562,0.008,high,0,
0146768,Marion city,AL,2994,4,"Tuscaloosa, AL",39,3,,5,0.768,-0.041,-0.332,0.096,medium,1,Knowledge Center
4269216,Selinsgrove borough,PA,5655,444,"Williamsport, PA",111,1,,5,0.932,1.007,-0.847,0.843,medium,0,Knowledge Center
4242976,Lewisburg borough,PA,5247,444,"Williamsport, PA",111,2,,4,0.861,1.053,-0.515,0.092,medium,1,Knowledge Center
4207128,Bloomsburg town,PA,12906,444,"Williamsport, PA",111,3,,8,0.836,0.76,-0.645,0.144,medium,0,Knowledge Center
3775060,Winterville town,NC,10624,383,"Greenville, NC",53,1,,4,0.848,0.796,-0.715,1.059,high,0,
3736400,La Grange town,NC,2692,383,"Greenville, NC",53,2,,19,0.782,-0.046,-0.136,0.015,high,1,
3745100,Mount Olive town,NC,4204,383,"Greenville, NC",53,3,,13,0.746,0.089,1.292,0.671,high,1,
3741620,Mars Hill town,NC,2738,378,"Asheville, NC",37,1,,5,0.716,0.968,-0.392,0.236,high,0,Knowledge Center
3719420,East Flat Rock CDP,NC,6468,378,"Asheville, NC",37,2,,18,0.448,0.206,0.2,-0.423,high,0,
3723600,Flat Rock village,NC,3502,378,"Asheville, NC",37,3,,4,0.246,0.985,-0.419,0.635,high,0,Amenity Destination
1977115,Tama city,IA,3079,161,"Waterloo, IA",66,1,,26,0.845,-0.358,0.29,0.746,high,0,
1949755,Marshalltown city,IA,27491,161,"Waterloo, IA",66,2,,7,0.836,0.06,0.164,0.897,high,0,
1911755,Cedar Falls city,IA,40662,161,"Waterloo, IA",66,3,,1,0.823,0.618,-0.971,0.752,high,0,Knowledge Center
2746924,Northfield city,MN,20678,262,"Mankato, MN",44,1,,1,0.912,1.676,-0.832,1.473,medium,0,Knowledge Center
2717378,Eagle Lake city,MN,3268,262,"Mankato, MN",44,2,,6,0.806,0.556,-0.848,0.758,high,0,
2749300,Owatonna city,MN,26462,262,"Mankato, MN",44,3,,14,0.748,0.111,-0.536,0.195,high,0,
4181450,White City CDP,OR,10913,435,"Medford, OR",26,1,,12,0.334,-0.363,0.379,-1.097,high,0,
4121550,Eagle Point city,OR,9783,435,"Medford, OR",26,2,,11,0.31,-0.324,-0.167,-1.009,high,0,
4112400,Central Point city,OR,19183,435,"Medford, OR",26,3,,7,0.292,-0.096,-0.173,-0.739,high,0,
4236816,Indiana borough,PA,14170,442,"Altoona, PA",119,1,,2,0.903,0.926,-0.856,0.686,medium,1,Knowledge Center
4255000,Northern Cambria borough,PA,3515,442,"Altoona, PA",119,2,,28,0.852,0.058,-0.43,1.743,high,1,
4222144,Ebensburg borough,PA,3381,442,"Altoona, PA",119,3,,14,0.465,0.348,-0.703,0.61,high,0,
5371960,Toppenish city,WA,8746,543,"Yakima, WA",30,1,,8,0.726,0.08,1.869,-0.115,high,1,
5347665,Moxee city,WA,4545,543,"Yakima, WA",30,2,,16,0.66,-0.097,-0.373,-0.27,high,0,
5373290,Union Gap city,WA,6511,543,"Yakima, WA",30,3,,23,0.578,-0.261,1.52,-0.558,high,0,
2709154,Byron city,MN,6510,267,"Rochester, MN",40,1,,2,0.824,1.538,-0.989,1.863,high,0,
2732498,Kasson city,MN,6964,267,"Rochester, MN",40,2,,4,0.814,0.924,-0.715,0.997,high,0,
2715994,Dodge Center city,MN,2864,267,"Rochester, MN",40,3,,20,0.77,0.111,-0.501,0.199,high,0,
5551025,Menomonie city,WI,16548,276,"Eau Claire, WI",61,1,,2,0.808,0.595,-0.888,-0.135,high,0,Knowledge Center
2756788,St. Charles city,MN,4021,276,"Eau Claire, WI",61,2,,5,0.8,0.272,-0.847,0.419,high,0,
5502500,Arcadia city,WI,3720,276,"Eau Claire, WI",61,3,,28,0.761,-0.397,1.631,-0.374,high,0,
1308536,Blakely city,GA,5276,3,"Dothan, AL",53,1,,10,0.724,-0.639,-0.13,0.307,high,1,
0175096,Taylor town,AL,2916,3,"Dothan, AL",53,2,,27,0.723,-0.901,-0.204,-0.294,high,0,
0124184,Enterprise city,AL,28990,3,"Dothan, AL",53,3,,2,0.695,-0.176,-0.242,0.217,high,0,Military Anchor
1751206,Mount Zion village,IL,6076,128,"Decatur, IL",66,1,,5,0.846,-0.007,-0.844,1.589,high,0,
1727091,Forsyth village,IL,3656,128,"Decatur, IL",66,2,,1,0.845,0.699,-1.004,1.481,high,0,
1701881,Arcola city,IL,2867,128,"Decatur, IL",66,3,,8,0.842,-0.134,-0.551,1.459,high,0,
0100988,Albertville city,AL,22584,8,"Gadsden, AL",57,1,,3,0.769,0.013,0.22,0.056,high,0,
0171832,Southside city,AL,9407,8,"Gadsden, AL",57,2,,2,0.67,0.022,-0.743,0.085,high,0,
0102116,Arab city,AL,8573,8,"Gadsden, AL",57,3,,12,0.648,-0.234,-0.406,-0.316,high,0,
5135624,Harrisonburg city,VA,51492,527,"Harrisonburg, VA",42,1,,4,0.806,0.846,0.396,0.013,high,0,Knowledge Center
5133488,Grottoes town,VA,2926,527,"Harrisonburg, VA",42,2,,21,0.783,-0.192,-0.616,-0.09,high,0,
5109656,Bridgewater town,VA,6650,527,"Harrisonburg, VA",42,3,,2,0.759,0.866,-0.626,0.47,high,0,Knowledge Center
1225175,Gainesville city,FL,143611,74,"Gainesville, FL",26,1,,1,0.882,1.487,-0.381,0.341,high,0,Knowledge Center; Regional Service Center
1248200,Newberry city,FL,7608,74,"Gainesville, FL",26,2,,5,0.757,0.162,-0.376,0.383,high,0,
1230525,High Springs city,FL,6396,74,"Gainesville, FL",26,3,,6,0.66,0.068,-0.096,-0.071,high,0,
3618388,Cortland city,NY,17465,364,"Elmira, NY",61,1,,18,0.954,0.573,-0.693,0.731,high,1,Knowledge Center
3606464,Big Flats CDP,NY,5846,364,"Elmira, NY",61,2,,21,0.655,0.492,-0.717,1.378,high,0,
3624251,Elmira Heights village,NY,4254,364,"Elmira, NY",61,3,,52,0.221,-0.388,-0.02,0.714,high,0,
2218930,Cut Off CDP,LA,5157,221,"Houma, LA",43,1,,6,0.779,-0.07,-0.357,1.493,high,1,
2275425,Thibodaux city,LA,15792,221,"Houma, LA",43,2,,2,0.635,0.493,-0.721,0.238,high,0,
2236255,Houma city,LA,32760,221,"Houma, LA",43,3,,10,0.632,-0.298,-0.589,-0.242,high,0,
4945860,Logan city,UT,53923,119,"Logan, UT",45,1,,1,0.731,0.888,-0.457,-0.297,high,0,Knowledge Center
4963680,Richmond city,UT,2971,119,"Logan, UT",45,2,,22,0.588,-0.251,-0.401,-0.593,high,0,
4954660,Nibley city,UT,7651,119,"Logan, UT",45,3,,7,0.521,0.408,-0.487,0.021,high,0,
3727420,Granite Falls town,NC,4921,370,"Hickory, NC",36,1,,14,0.682,-0.034,-0.609,0.055,high,0,
3714340,Conover city,NC,8491,370,"Hickory, NC",36,2,,9,0.563,0.119,0.181,-0.39,high,0,
3731060,Hickory city,NC,43747,370,"Hickory, NC",36,3,,4,0.521,0.27,-0.496,-0.141,high,0,
3528460,Gallup city,NM,21333,13,"Gallup, NM",112,1,,19,0.728,-0.332,0.031,-0.388,high,0,
0433280,Holbrook city,AZ,4834,13,"Gallup, NM",112,2,,76,0.727,-1.236,0.197,-0.92,high,0,
0462350,St. Johns city,AZ,3409,13,"Gallup, NM",112,3,,87,0.519,-1.408,-0.536,0.083,high,0,
4145250,Madras city,OR,7596,430,"Bend, OR",22,1,,11,0.189,-0.26,0.931,-1.331,high,0,
4161200,Redmond city,OR,35161,430,"Bend, OR",22,2,,10,0.094,-0.254,-0.386,-1.356,high,0,
4105800,Bend city,OR,101472,430,"Bend, OR",22,3,,6,-0.086,0.244,-0.225,-1.383,high,0,
0528780,Greenwood city,AR,9570,31,"Fort Smith, AR--OK",45,1,,6,0.781,-0.271,-0.492,-0.143,high,0,
0524550,Fort Smith city,AR,89496,31,"Fort Smith, AR--OK",45,2,,3,0.709,-0.125,0.162,-0.049,high,0,
0507720,Booneville city,AR,3814,31,"Fort Smith, AR--OK",45,3,,15,0.7,-0.594,-0.471,0.21,high,1,
1553300,Mountain View CDP,HI,3833,586,"Hilo, HI",50,1,,35,0.366,-0.814,1.678,-1.527,high,0,Government Hub
1515700,Holualoa CDP,HI,2825,586,"Hilo, HI",50,2,,4,0.098,0.092,2.98,-1.773,medium,0,Amenity Destination
1576600,Waikoloa Village CDP,HI,7028,586,"Hilo, HI",50,3,,13,0.088,-0.238,2.853,-2.018,medium,0,Amenity Destination
4839124,Kilgore city,TX,13444,507,"Longview, TX",29,1,,5,0.734,-0.325,0.218,-0.256,high,0,
4843888,Longview city,TX,82765,507,"Longview, TX",29,2,,2,0.694,-0.148,-0.154,-0.118,high,0,
4846776,Marshall city,TX,23646,507,"Longview, TX",29,3,,4,0.61,-0.316,-0.284,0.042,high,0,
2911368,Carl Junction city,MO,8257,178,"Joplin, MO",53,1,,4,0.837,0.021,-0.855,0.305,high,0,
2056025,Pittsburg city,KS,20606,178,"Joplin, MO",53,2,,3,0.827,0.109,-0.501,0.274,high,0,Knowledge Center
2954920,Oronogo city,MO,2685,178,"Joplin, MO",53,3,,6,0.811,-0.014,-0.685,0.443,high,0,
4507345,Boiling Springs CDP,SC,12609,385,"Spartanburg, SC",55,1,,3,0.793,0.497,-0.584,0.661,high,0,
4568290,Spartanburg city,SC,38578,385,"Spartanburg, SC",55,2,,5,0.578,0.35,-0.521,-0.016,high,1,
4543315,Lyman town,SC,6317,385,"Spartanburg, SC",55,3,,8,0.566,0.22,-0.874,-0.043,high,0,
3972102,Shelby city,OH,8706,397,"Mansfield, OH",42,1,,12,0.669,0.007,-0.15,0.274,high,1,
3942994,Lexington village,OH,4866,397,"Mansfield, OH",42,2,,4,0.613,0.252,0.13,0.061,high,0,
3958520,Ontario city,OH,6649,397,"Mansfield, OH",42,3,,5,0.542,0.149,-0.293,0.321,high,0,
0876795,Telluride town,CO,2595,61,"Grand Junction, CO",28,1,,4,0.272,0.155,0.923,-3.266,high,0,Amenity Destination
0815165,Clifton CDP,CO,19746,61,"Grand Junction, CO",28,2,,9,0.161,-0.395,0.346,-1.368,high,0,
0831660,Grand Junction city,CO,67027,61,"Grand Junction, CO",28,3,,6,0.11,-0.047,-0.361,-1.078,high,0,
3721095,Elon town,NC,11325,369,"Burlington, NC",21,1,,1,0.827,1.27,-0.961,1.042,medium,0,Knowledge Center
3726460,Glen Raven CDP,NC,3684,369,"Burlington, NC",21,2,,11,0.675,0.11,-0.455,-0.044,high,0,
3742240,Mebane city,NC,18899,369,"Burlington, NC",21,3,,3,0.667,0.773,-0.674,0.533,high,0,
3624515,Endicott village,NY,13456,361,"Binghamton, NY",58,1,,22,0.576,0.182,-0.192,0.012,high,0,
3606607,Binghamton city,NY,47357,361,"Binghamton, NY",58,2,,11,0.485,0.477,-0.325,0.333,high,0,
3624526,Endwell CDP,NY,11821,361,"Binghamton, NY",58,3,,12,0.415,0.467,-0.716,1.017,high,0,
4733260,Henderson city,TN,6349,469,"Jackson, TN",53,1,,2,0.836,0.029,-0.809,0.383,high,0,Knowledge Center
4747000,Medina city,TN,5268,469,"Jackson, TN",53,2,,3,0.819,0.029,-0.409,0.257,high,0,
4704720,Bells city,TN,2531,469,"Jackson, TN",53,3,,7,0.75,-0.398,-0.134,-0.388,high,0,
1378996,Varnell city,GA,2623,93,"Dalton, GA",30,1,,5,0.807,0.197,-0.529,0.556,high,0,
1315508,Chatsworth city,GA,4857,93,"Dalton, GA",30,2,,16,0.775,-0.232,-0.358,-0.168,high,0,
1321380,Dalton city,GA,34402,93,"Dalton, GA",30,3,,2,0.708,0.293,1.039,0.216,high,0,
0553390,Paragould city,AR,29940,27,"Jonesboro, AR",33,1,,4,0.762,-0.401,-0.558,-0.194,high,0,
0509100,Brookland city,AR,4230,27,"Jonesboro, AR",33,2,,2,0.741,-0.256,-0.59,-0.193,high,0,
0535710,Jonesboro city,AR,79187,27,"Jonesboro, AR",33,3,,1,0.654,0.093,-0.356,-0.111,high,0,
5406940,Bethlehem village,WV,2568,400,"Steubenville--Weirton, OH--WV--PA",71,1,,2,0.848,0.831,-0.832,1.716,high,1,
3974608,Steubenville city,OH,18144,400,"Steubenville--Weirton, OH--WV--PA",71,2,,6,0.701,0.48,-0.551,1.145,high,1,
3903926,Barnesville village,OH,3602,400,"Steubenville--Weirton, OH--WV--PA",71,3,,37,0.327,-0.562,-0.317,0.066,high,0,
1254725,Panama City Beach city,FL,18493,76,"Panama City--Panama City Beach, FL",38,1,,2,0.764,0.46,2.305,-0.274,high,0,Amenity Destination
1241825,Lynn Haven city,FL,19451,76,"Panama City--Panama City Beach, FL",38,2,,10,0.679,-0.142,-0.027,-0.234,high,0,
1254700,Panama City city,FL,34211,76,"Panama City--Panama City Beach, FL",38,3,,13,0.338,-0.2,0.561,-0.616,high,0,
3008950,Bozeman city,MT,55042,305,"Bozeman, MT",36,1,,1,0.45,0.582,-0.865,-1.22,high,0,Knowledge Center
3004975,Belgrade city,MT,11425,305,"Bozeman, MT",36,2,,15,0.224,-0.453,-0.689,-1.487,high,0,
3035600,Helena city,MT,33126,305,"Bozeman, MT",36,3,,4,0.14,0.168,-0.373,-1.008,high,0,Government Hub
5475292,South Charleston city,WV,13594,546,"Charleston, WV",51,1,,9,0.481,0.027,-0.554,0.645,high,0,
5487988,Winfield town,WV,2538,546,"Charleston, WV",51,2,,15,0.259,-0.155,-0.454,0.169,high,0,
5467108,Ravenswood city,WV,3846,546,"Charleston, WV",51,3,,14,0.133,-0.144,-0.476,-0.191,high,0,
1326616,Elberton city,GA,4691,103,"Athens-Clarke County, GA",27,1,,21,0.447,-0.568,-0.269,-0.704,high,0,
1380788,Watkinsville city,GA,3151,103,"Athens-Clarke County, GA",27,2,,2,0.369,1.283,-0.726,0.408,high,0,
1345460,Lavonia city,GA,2508,103,"Athens-Clarke County, GA",27,3,,15,-0.23,-0.25,0.233,-2.084,high,0,
5010675,Burlington city,VT,44649,521,"Burlington, VT",47,1,,3,0.978,1.276,-0.76,-0.131,high,0,Knowledge Center; Regional Service Center
5044275,Middlebury CDP,VT,7145,521,"Burlington, VT",47,2,,4,0.772,1.228,-0.635,0.298,medium,0,Knowledge Center
5066175,South Burlington city,VT,20488,521,"Burlington, VT",47,3,,7,0.508,0.978,-0.689,0.399,high,0,
1667420,Rexburg city,ID,39589,110,"Pocatello, ID",30,1,,1,0.701,0.592,-0.358,-0.941,high,0,Knowledge Center; Regional Service Center
1601900,American Falls city,ID,4636,110,"Pocatello, ID",30,2,,10,0.549,-0.518,0.657,-0.952,high,0,
1614680,Chubbuck city,ID,15900,110,"Pocatello, ID",30,3,,5,0.487,-0.178,0.092,-0.702,high,0,
3044650,Lolo CDP,MT,4378,310,"Missoula, MT",32,1,,6,0.086,0.029,-0.701,-1.302,high,0,
3050200,Missoula city,MT,75600,310,"Missoula, MT",32,2,,4,0.024,0.152,-0.711,-1.536,high,0,
3019825,Deer Lodge city,MT,3035,310,"Missoula, MT",32,3,,8,-1.053,-0.381,0.717,-1.098,high,0,Government Hub
1877966,Upland town,IN,3935,145,"Muncie, IN",31,1,,1,0.824,1.188,-0.904,1.667,medium,0,Knowledge Center
1851876,Muncie city,IN,64739,145,"Muncie, IN",31,2,,5,0.808,0.408,-0.659,0.545,high,1,Knowledge Center
1886084,Yorktown town,IN,11617,145,"Muncie, IN",31,3,,3,0.806,0.566,-0.752,1.089,high,0,
1531100,Kaunakakai CDP,HI,3721,585,"Kahului--Wailuku, HI",26,1,,19,-0.056,-0.47,0.135,-1.273,high,0,
1560200,Paia CDP,HI,2629,585,"Kahului--Wailuku, HI",26,2,,9,-0.222,-0.178,1.842,-2.395,medium,0,
1577450,Wailuku CDP,HI,15754,585,"Kahului--Wailuku, HI",26,3,,5,-0.967,-0.065,1.865,-2.029,medium,0,
2700730,Albertville city,MN,8066,273,"Otsego city, MN",36,1,,8,0.863,0.419,-1.019,0.854,high,0,
2743810,Montrose city,MN,3840,273,"Otsego city, MN",36,2,,10,0.825,0.381,-0.82,0.683,high,0,
2757346,St. Michael city,MN,19267,273,"Otsego city, MN",36,3,,2,0.811,0.588,-0.918,0.825,high,0,
1711514,Carterville city,IL,5822,122,"Marion--Herrin, IL",77,1,,1,0.839,0.898,-0.797,1.5,high,0,
1763043,Red Bud city,IL,3789,122,"Marion--Herrin, IL",77,2,,4,0.837,0.377,-0.947,0.621,high,0,
1711163,Carbondale city,IL,21813,122,"Marion--Herrin, IL",77,3,,2,0.766,0.885,-0.457,0.516,high,0,Knowledge Center; Regional Service Center
2230515,Grambling city,LA,5302,223,"Monroe, LA",38,1,,1,0.756,0.572,0.403,-1.169,medium,0,Knowledge Center
2266655,Ruston city,LA,22224,223,"Monroe, LA",38,2,,2,0.698,0.485,-0.565,-0.74,high,0,Knowledge Center; Regional Service Center
2251410,Monroe city,LA,47241,223,"Monroe, LA",38,3,,6,0.567,-0.073,0.1,-0.299,high,1,
3146030,South Sioux City city,NE,13871,172,"Sioux City, IA--NE--SD",39,1,,3,0.883,0.182,1.747,0.47,high,0,
3112000,Dakota City city,NE,2980,172,"Sioux City, IA--NE--SD",39,2,,13,0.871,-0.152,0.076,0.388,high,0,
1973335,Sioux City city,IA,85651,172,"Sioux City, IA--NE--SD",39,3,,10,0.843,-0.089,0.14,0.374,high,0,
5586275,West Salem village,WI,5268,269,"La Crosse, WI--MN",43,1,,2,0.676,0.415,-0.772,0.309,high,0,
5540775,La Crosse city,WI,51791,269,"La Crosse, WI--MN",43,2,,1,0.663,0.424,-0.773,-0.197,high,0,Knowledge Center
5559925,Onalaska city,WI,18909,269,"La Crosse, WI--MN",43,3,,3,0.586,0.301,-0.903,0.08,high,0,
4801000,Abilene city,TX,127130,492,"Abilene, TX",18,1,,1,0.807,-0.033,-0.338,0.25,high,0,Military Anchor
4815676,Clyde city,TX,3899,492,"Abilene, TX",18,2,,8,0.721,-1.073,-0.628,-0.82,high,0,
4869980,Stamford city,TX,2902,492,"Abilene, TX",18,3,,10,0.404,-1.215,-0.142,-0.439,high,0,
3333780,Hanover CDP,NH,8520,345,"Lebanon, NH--VT",77,1,,1,0.903,2.879,-0.333,1.628,medium,0,Knowledge Center
3362580,Plymouth CDP,NH,4877,345,"Lebanon, NH--VT",77,2,,3,0.803,1.451,-0.482,0.936,medium,0,Knowledge Center
5050200,Northfield CDP,VT,4165,345,"Lebanon, NH--VT",77,3,,25,0.734,0.083,-0.496,-0.984,medium,0,Knowledge Center
